,msd_id,echo_nest_id,artist,title,year,peak,weeks
5758,TRZFJWX128F92F1DBC,SOJLIFY12A8C1401BC,The Grass Roots,I'd Wait A Million Years,1997,15,15
5759,TRZFDZJ12903D152E3,SOMSGDB12AC468E64F,Del Shannon,Sue's Gotta Be Mine,1990,7,71
5760,TRZFDCU128F428BBC6,SOKHIBT12A8C13BDCB,The Dells,Always Together,1992,8,18
5761,TRZFXNA12903CE3FE1,SOZMNSA12AB018ED07,Frankie Valli,We're All Alone,1976,3,78
5762,TRZQHOP128F427EE59,SOWVYKE12A8C1351FB,Donovan,Hurdy Gurdy Man,1968,12,5
5764,TRZQCRR128E0781176,SONTIBS12A6D4F9CFE,U2,I Still Haven't Found What I'm Looking For,1987,17,1
5767,TRZQIKA128F4289413,SOMWPOI12A8C13849A,Sugarland,Joey,2008,3,89
5768,TRZQDXN128F425EBB9,SOLYQVS12AF729F9A4,Kirk Franklin,Looking For You,2007,20,61
5769,TRZQDMA128F145C032,SOHBRGR12A6D4F6CFA,Billy Idol,Don't Need A Gun,1986,9,37
5770,TRZQOGO128F4269849,SONUNCP12A8C13438F,Mongo Santamaria,El Pussy Cat,1965,3,97
5771,TRZZMPJ128F424E8E2,SOMHFBW12A8159E87C,Eddy Grant,Romancing The Stone,1989,17,26
5772,TRZZMXU128F427A673,SOOVWHG12A8C135751,Darren Hayes,Insatiable,2001,7,77
5775,TRZZWWZ12903C9FE8B,SOPDLDD12AB018404D,The Crystals,He's Sure The Boy I Love,1963,12,11
5777,TRZZWXF128F42920D8,SOFUSQQ12A8C13B851,Jim Reeves,I Missed Me,1966,6,44
5778,TRZZWIK128F428CFF2,SOKPHUB12A58A77293,Carly Simon,Nobody Does It Better,1977,25,2
5779,TRZZWWR128F427EA01,SOOIWUJ12A8C13BBED,3 Doors Down,Away From The Sun,2002,15,62
5782,TRZZGZW12903D09426,SOBIWWG12A81C21111,Rupee,Tempted To Touch,2003,20,39
5784,TRZZCFO128F4274C6B,SOMQXWS12A58A7CF4E,Neil Diamond,I'm A Believer,1967,8,51
5785,TRZZBWC12903D11AF5,SOMOJPL12AC4686365,The Impressions,Talking About My Baby,1986,9,12
5787,TRZZZYV128F92E996D,SOSMTHR12A8C138B9B,TLC,Dear Lie,1999,7,51
5788,TRZZDMH128F1467DFD,SOSJGPQ12AF729FEB6,Dion & The Belmonts,When You Wish Upon A Star,1985,9,30
5789,TRZZXBG128F1481955,SODNLPD12A6310E208,Dusty Springfield,Give Me Time,1967,4,76
5790,TRZZKYE12903CC07BD,SOGSGDE12AB0186C66,The Fray,Never Say Never,2009,20,32
5792,TRZIWFO128F92FAACC,SOTZZSU12A6D4FA00B,Leon Russell,Back To The Island,1976,5,53
5793,TRZIHYY128F92EA537,SOALQKH12AB017ED98,Billy Joel,We Didn't Start The Fire,1989,19,1
5794,TRZIZYL128F931CA70,SOPVLHY12AB01820C6,Isaac Hayes,Never Can Say Goodbye,1971,9,22
5795,TRZIERZ128F4287E81,SOJFQTN12A8C13AAE2,Brooks & Dunn,You'll Always Be Loved By Me,1999,19,55
5796,TRZIJYG128F1484D60,SOWNWHR12A6D4F9981,Adam Ant,Room At The Top,1990,16,17
5797,TRZIVSV128F425A453,SOUPINX12AAF3B5471,Rick Astley,Ain't Too Proud To Beg,1988,3,89
5798,TRZIVHE128F149DA3D,SODOZGB12A6D4F9694,The Fixx,The Sign Of Fire,1983,13,32
5799,TRZIYAW128F427C6CE,SOVQWHD12A8C13551B,Sly & The Family Stone,Runnin' Away,1971,10,23
5800,TRZAHVB128F4273FF9,SOAGMOX12A8C1399D1,Sister Sledge,We Are Family,1979,19,2
5803,TRZARKN128F92DE096,SOAABHX12AAF3B40E7,Tammi Terrell,Come On And See Me,1968,5,80
5807,TRZAURB128F42A6AD3,SOPXPEA12AF729DB9F,Avant,Don't Take Your Love Away,2003,20,37
5808,TRZAEDS128F92DE0AA,SOHYAFW12AAF3B3E24,The Contours,First I Look At The Purse,1965,8,57
5812,TRZAJZO128F9313EB7,SODEBTK12D0219B742,REO Speedwagon,Keep On Loving You,1980,28,1
5817,TRZAOWQ128E078A460,SOHVBTV12A58A7895D,Sam Cooke,Tennessee Waltz,1964,8,35
5818,TRZNPMU128F9307FEA,SOKJSJR12AB0182231,Edwin Starr,Funky Music Sho Nuff Turns Me On,1988,6,64
5819,TRZNUNJ128E078EB51,SOYZYYY12A6701C432,No Doubt,Hella Good,2001,20,13
5820,TRZNLJZ128F931FE8E,SOPGYST12A58A7AFB0,Atlantic Starr,If Your Heart Isn't In It,1986,12,57
5821,TRZNLCL128F14A42F9,SOGVYNT12A67AE0426,Gwen Stefani,Hollaback Girl,2004,31,1
5824,TRZNDJB128E079428F,SORKAMK12A6701EBA6,The Miracles,I'll Try Something New,1962,10,39
5825,TRZNOUO12903C973ED,SOQEBWY12AB01870F4,Gene Pitney,That Girl Belongs To Yesterday,1988,7,49
5826,TRZNKDP128F428ACC1,SOSPMUS12A8C13E66D,Isaac Hayes,Chocolate Chip,1975,2,92
5827,TRZPRPW128F9325738,SOWDCBY12AF729E36A,Hilary Duff,With Love,2007,9,24
5828,TRZPFCY128F92DFF9B,SOBGZOF12A8C143C2E,Christina Aguilera,Keeps Gettin' Better,2008,18,7
5830,TRZPIPO128F931B2BA,SOAWKNM12AB0185AF4,The Elgins,Darling Baby,1966,8,72
5832,TRZPIQW128F930AA21,SOMYOPC12AB0181423,Smokey Robinson,Virgin Man,1974,7,56
5833,TRZPUPN128F92E3AAD,SOBSAPV12AB0181E2A,Daughtry,What About Now,2006,20,18
5834,TRZPOEL128F932AD3E,SODZJVE12AB0185165,Natalie Cole,Dangerous,1985,10,57
5835,TRZTWSZ128E0792D57,SOFCKQV12A6702096D,Stevie Wonder,I Just Called To Say I Love You,1984,26,1
5836,TRZTWFB128F429324E,SONWUNB12A8C13BAEB,Buck Owens,My Heart Skips A Beat,1964,2,94
5837,TRZTICD128F423766A,SOORMPD12A6701E339,Billie Myers,Kiss The Rain,1997,31,15
5838,TRZTNJN128E078A2CF,SOCLMTW12A6701FA08,Chris Cagle,Miss Me Baby,2005,14,67
5839,TRZTTED128F42AB2E1,SODVLJA12A8C13C57C,Leif Garrett,The Wanderer,1998,7,49
5840,TRZTTYO128F421CC15,SOOCSAG12A6D4FBFF9,The Searchers,Don't Throw Your Love Away,1964,11,16
5841,TRZTJRK128F428D2BC,SOIVBTY12A8C13A505,OutKast,Roses,2003,21,9
5842,TRZTSIU12903CF4AE3,SOOTRPA12AC960DB37,Eddie Rabbitt,Suspicions,1991,17,13
5844,TRZTDBE128F425AB8F,SOMATIH12A8AE4607F,Lisa Stansfield,All Around The World,1989,22,3
5845,TRZUMAU12903CBA485,SOBOYIE12AB0185DB1,Billy Joel,Pressure,1982,17,20
5846,TRZUMHS128F9320F76,SOPHLIF12A6310D7B6,Lynyrd Skynyrd,Saturday Night Special,1975,9,27
5849,TRZUHIK12903C9FE76,SOHLDIU12AB0185032,The Crystals,Da Doo Ron Ron (When He Walked Me Home),1963,13,3
5852,TRZURHB128F428CF31,SOVEXZH12A8C13A9E4,Alan Jackson,Chattahoochee,1992,20,46
5854,TRZUBGV128F93259A1,SOMBJIR12AF72AC50A,Lily Allen,The Fear,2008,10,80
5855,TRZUNBH128F425D71E,SOZNGMN12A8AE48B3E,The Jacksons,Shake Your Body (Down To The Ground),1978,22,7
5857,TRZUUMK12903CC7903,SOYWENS12AB0180B01,Easton Corbin,I Can't Love You Back,2010,11,76
5858,TRZUEKB128F42598D4,SOQVKMD12A8AE45631,Sade,Kiss Of Life,1992,11,78
5860,TRZUSIL128F429D8D6,SOUNBRN12A8C13DB4E,Steppenwolf,Born To Be Wild,1968,13,2
5865,TRZLFOG128F4260A16,SOKKJTR12A8C135149,Sean Kingston,Take You There,2007,25,7
5866,TRZLQUV128F931B21F,SOLBVBU12AB0180588,Jr. Walker & The All Stars,Do The Boomerang,1965,7,36
5868,TRZLIQJ128F149F08C,SOLUQBK12A6D4FAB0A,The Osmonds,One Bad Apple,1971,15,1
5870,TRZLNAQ128F92F28C9,SOKQDGA12A8AE47D53,Aaliyah,More Than A Woman,2001,24,25
5871,TRZLPTI128F14585DD,SONOMPY12A6D4F78FC,Kid Frost,No Sunshine,1992,3,95
5872,TRZLTKY128F1459D79,SOKHTGU12A6D4F8A33,Joe Nichols,She Only Smokes When She Drinks,2002,5,72
5873,TRZLUNR128F4288B88,SOEXPNB12A8C13847C,Thompson Twins,Lay Your Hands On Me,1985,20,6
5874,TRZLSSV128F145AC2D,SOZUIBD12A6D4F75B3,Kool & The Gang,Emergency,1984,16,18
5876,TRZLOZH128F42247A5,SOCDJPU12A6D4FB981,Jimmy Reed,Close Together,1995,4,68
5877,TRZLKKP128E0791E7A,SOGSICU12A67021CE7,Toby Keith,Rock You Baby,2002,5,66
5878,TRZLYAU128F426DEDC,SOKGBTQ12A8C134150,The Cyrkle,I Wish You Could Be Here,1967,4,70
5879,TRZEMSR128F1488E74,SOMJHOQ12A67020449,Keith Urban,Tonight I Wanna Cry,2004,20,36
5880,TRZEMDE128F92CF03C,SONARTS12A8C1433EC,Gene Pitney,(The Man Who Shot) Liberty Valance,1986,13,4
5881,TRZEGRW128F933ED94,SOEDBZU12A58A7CDEA,Carol Douglas,Doctor's Orders,1975,16,11
5884,TRZEFVJ128F146AD88,SOGKTQF12A6D4F810C,Louis Prima And Keely Smith,That Old Black Magic,1960,13,18
5885,TRZEZST128F42A1E7B,SOAIGRA12A58A78197,Kelly Clarkson,Low,2003,11,58
5887,TRZENAQ128F9314A87,SOEAJJL12AB0182454,Robert Tepper,No Easy Way Out,1985,16,22
5888,TRZEPVL128F42AD582,SOYDWSY12D02198DDD,Angie Stone,Brotha,2001,20,52
5889,TRZETXI12903CA9B4E,SOLPEBM12AB0185B0D,Samantha Fox,I Only Wanna Be With You,1989,13,31
5891,TRZESOR128F422E8ED,SOBKLSP12A8AE4586D,Johnny Tillotson,Funny How Time Slips Away,1995,6,50
5894,TRZJGDR128F93234AF,SOCWUDZ12AB0180499,Hannah Montana,You'll Always Find Your Way Back Home,2009,4,81
5895,TRZJRZS128F42BC43C,SOOQXLF12A8C1430EA,Mac Davis,One Hell Of A Woman,1974,28,11
5897,TRZJRRI128EF34DD1C,SOXTLFQ12AF72A5B16,Brian Hyland,Lonely Teardrops,1970,8,54
5898,TRZJIMK128E078F0B3,SOJVWSO12A67020D87,The Who,Eminence Front,1982,6,68
5900,TRZJIGI12903CD8859,SOIBBZH12AB018A8A5,Gene Pitney,Town Without Pity,1961,19,13
5901,TRZJILF128F42A7F6B,SONBKAJ12A8C13D2CF,Rare Earth,Get Ready,1968,20,4
5903,TRZJAPJ12903CA1594,SOXJENJ12AB01841FC,Tommy Roe,Sweet Pea,1966,14,8
5904,TRZJNOD128F4264131,SOQGVCS12AF72A078D,Guns N' Roses,Paradise City,1987,17,5
5905,TRZJNJU128F148ADF0,SOWZPUA12A6D4FB3F8,Darryl Worley,When You Need My Love,2000,15,75
5906,TRZJTEE128E078F51D,SOAPMUI12AB018468F,Mary J. Blige,Sweet Thing,1992,20,28
5907,TRZJEIP12903CFDBC9,SOZYTRL12AB018321B,Eric Church,Smoke A Little Smoke,2009,20,78
5908,TRZJEUW128F93456CB,SOQPGFK12A6D4F942B,En Vogue,Don't Let Go (Love),1996,35,2
5909,TRZJOHN128F931B242,SOODFHP12AB0184A67,The Miracles,The Tracks Of My Tears,1987,12,16
5910,TRZSRSI128E078A700,SOTIFSQ12A6702084D,Rare Earth,I Just Want To Celebrate,1971,13,7
5911,TRZSFFZ128F42B6413,SOZJVHU12A8C140C4B,Captain & Tennille,Happy Together (A Fantasy),1979,6,53
5912,TRZSZRB12903CF09D1,SOYXSIY12AC468879E,Fabian,Hound Dog Man,1987,15,9
5914,TRZSZBA128F935F07A,SOGRQTG12AB018A307,Ella Washington,He Called Me Baby,1968,3,77
5916,TRZSTEY128E0792D83,SOEMPBJ12A679AE588,The Miracles,Way Over There,1961,3,94
5920,TRZSUEG128F4267E8E,SODEWML12AF72A457A,Dave Mason,Only You Know And I Know,1970,10,42
5921,TRZSJOT128F92FBDD9,SOTLRBM12AF72A2132,Chicago,Does Anybody Really Know What Time It Is?,1970,13,7
5922,TRZSDPL128F92D633B,SOLSGMS12AAF3B1E8F,Westside Connection,Bow Down,1996,20,21
5924,TRZSKVY128F4298E31,SOOTDAZ12A8C13AEA5,Eurythmics,Right By Your Side,1983,12,29
5925,TRZVMWF128E0792B64,SONBOSO12A6701FEA3,Derek & The Dominos,Bell Bottom Blues,1970,2,91
5927,TRZVWWO128F9321AEA,SOPOWUJ12AB0180FFC,Albert Hammond,The Peacemaker,1973,4,80
5929,TRZVRYS128F14640AF,SOYDBPB12A6D4F6558,Brian Hyland,Sealed With A Kiss,1962,14,3
5932,TRZVTHC128F146CC35,SOIWMSK12A6D4F8A22,Yeah Yeah Yeahs,Gold Lion,2006,3,88
5935,TRZVDGR128F934C004,SOWGDQR12AB01894BB,Tom Petty And The Heartbreakers,Refugee,1979,14,15
5938,TRZVOIQ128F92DFF7D,SOXLDOC12A8C144672,Kelly Clarkson,My Life Would Suck Without You,2009,24,1
5943,TRZVKAR128F42739E8,SOORICO12A8C1364DE,Looking Glass,Brandy (You're A Fine Girl),1972,16,1
5945,TRZDRDF128F145BA53,SOMRZQC12A6D4F770C,Kim Carnes,More Love,1993,19,10
5946,TRZDRGV128F42B3725,SODVULY12A8C140316,Neil Diamond,Walk On Water,1972,12,17
5948,TRZDBZY128F9336AC7,SOWPJOT12AB0180684,Sean Kingston,Fire Burning,2009,21,5
5954,TRZDFRY128F425D586,SOCIGKL12A8AE48233,Blue Oyster Cult,(Don't Fear) The Reaper,1976,20,12
5957,TRZDZIR12903CBB923,SOAIMJL12A8C139352,The Pointer Sisters,Automatic,1984,20,5
5960,TRZDIRH128E07923FB,SODJQUS12A6701D1D3,Joe Cocker,With A Little Help From My Friends,1968,6,68
5961,TRZDIBM12903D13D32,SODXIAL12AB01857A1,Patsy Cline,Who Can I Count On,1991,99,99
5962,TRZDPCT128E0793AE9,SOWZLFG12A679D8AED,The Police,Secret Journey,1981,8,46
5963,TRZDPAF128F92F7C1F,SOULUTZ12A8C13FCDB,Savage Garden,I Knew I Loved You,1999,33,1
5964,TRZDTUC12903CE30DD,SOPWLUB12AB017F4A2,Jason Aldean,Crazy Town,2009,17,51
5965,TRZDUHV128F429270E,SODJYUS12A8C13B8A4,The Verve Pipe,The Freshmen,1996,42,5
5966,TRZDSEX128F935E10E,SOJENGY12AB0182FF3,Chad & Jeremy,Yesterday's Gone,1964,9,21
5970,TRZOGSY128F4269E05,SOAODNY12A8C13299B,Major Lance,Hey Little Girl,1963,10,13
5971,TRZOGKV128F92FE7E9,SODSPLI12AB0183AAD,Johnny Mathis,A Certain Smile,1986,9,22
5972,TRZOUHU128F92EF795,SOMPKDT12AAA8C6759,Jonas Brothers,Fly With Me,2009,83,83
5973,TRZOJVI128F92F5A1A,SOPQFNS12A58A7D5D6,Mystikal,Bouncin' Back (Bumpin' Me Against The Wall),2001,20,37
5974,TRZOSOL128F1468259,SOGXARR12A6D4F6852,Luscious Jackson,Naked Eye,1996,26,36
5976,TRZODMM128F92F9E36,SOJLMHC12AB01836BC,Kelly Clarkson,Behind These Hazel Eyes,2004,34,6
5980,TRZXWCO128F4265D5E,SOFSPFW12A8C132300,Dan Hartman,I Can Dream About You,1984,25,6
5982,TRZXHUT128F92D8744,SOJHXMS12A8C1430DA,Connie Francis,Everybody's Somebody's Fool,1986,18,1
5983,TRZXIKE128F42B6408,SOFXHDF12A8C140C28,Captain & Tennille,Love On A Shoestring,1979,7,55
5984,TRZXAGH128F93232BE,SOHHSGK12A8AE49262,Alicia Keys,Like You'll Never See Me Again,2007,24,12
5987,TRZXTJO128F14570B3,SOIZQBO12A6D4F6356,Billy Squier,My Kinda Lover,1981,10,45
5989,TRZXUWH128F428CE83,SONLPPI12A8C139138,Kenny G,Silhouette,1988,17,13
5990,TRZXLJP128F92E8213,SONGHDO12AAFF4263C,The Oak Ridge Boys,Elvira,1981,22,5
5991,TRZXLHH128F4262E9B,SOYLIBN12A8C130CEE,Spin Doctors,You Let Your Heart Go Too Fast,1994,10,42
5992,TRZXERV128F1458FD6,SOPQLYV12A6D4F797D,Scritti Politti,Perfect Way,1985,25,11
5993,TRZXOFG128F426648D,SOXMJGY12A58A7CD17,Kansas,Got To Rock On,1980,5,76
5994,TRZKCEB12903CDB5EF,SOOSHXU12AB018782B,David Pack,Prove Me Wrong,1985,3,95
5995,TRZKCCT12903CA6F99,SOYATZP12A6D4F7E9B,Kenny Rogers,Lady,1981,25,1
5997,TRZKBNO12903CEB906,SOQBXXW12AC39274D6,Fontella Bass,Rescue Me,1965,13,4
6003,TRZKDET128F1459B0E,SOHJLGM12A6D4F7796,Sonny & Cher,When You Say Love,1972,10,32
6004,TRZKOZM128F92F59AA,SOSGPSW12D021907EB,Queen,You're My Best Friend,1975,16,16
6006,TRZYGGO128F422B980,SOMBDHQ12A6D4FB804,The Crusaders,Put It Where You Want It,1972,9,52
6007,TRZYHWN128F1485E43,SOZEQIE12A6D4F9A2A,Jeffrey Osborne,On The Wings Of Love,1982,18,29
6008,TRZYHFE128EF348F69,SODEAUU12A6D4F94DB,Cher,I Saw A Man And He Danced With His Wife,1974,9,42
6009,TRZYRAE128F4272C8A,SOJPRDV12A8C13CBD0,Tommy Roe,Jack And Jill,1993,13,53
6010,TRZYBUF128F932D26E,SOJUFUZ12AB0181C1F,America,Lonely People,1974,14,5
6011,TRZYFIK128F933632D,SOAVZUR12AB01880BA,Don Gibson,Just One Time,1979,11,29
6014,TRZYAGJ128F9332CEF,SOZEETS12AC9071BD3,Justin Bieber,Favorite Girl,2009,2,26
6015,TRZYUNO128F14561E0,SOKODFF12A6D4F72C6,INXS,Original Sin,1983,7,58
6016,TRZYUDY128F148AD53,SOIFFAB12A6D4F963A,Jessica Andrews,Who I Am,2001,20,28
6017,TRZYLBD128E0784C3C,SORHLNA12A6701F0B6,Dusty Springfield,The Look Of Love,1967,15,22
6020,TRZYEWU128F92E8974,SOFLFMX12A58A806D7,Judas Priest,You've Got Another Thing Comin',1982,7,67
6022,TRZYEUM128E0785DCD,SOKYTFE12A6701E77D,Tears For Fears,Woman In Chains,1989,14,36
6023,TRZYDJE12903CB52E5,SOBTVYM12AB01858FE,Atlanta Rhythm Section,Alien,1997,15,29
6025,TRZYDHT128F145736F,SOMCFMK12A6D4F7AFB,Tracie Spencer,Imagine,1988,4,85
6026,TRIMGRR12903CEFCEA,SOUNNWW12AB018795D,Chiddy Bang,Opposite Of Adults,2009,2,90
6027,TRIMGYM128E07848C0,SOVZASY12A6701F1E3,The Mindbenders,A Groovy Kind Of Love,1966,13,2
6029,TRIMNLQ128F92F10E4,SOIJCYV12A6D4F77F2,Jim Reeves,I Know One,1989,2,82
6031,TRIMUAB12903CBCA20,SOXYKUE12AB0188641,Archie Bell & The Drells,I Can't Stop Dancing,1991,10,9
6032,TRIMJHP12903CB3E06,SOZIOJA12A8C1422D3,Roy Drusky,Three Hearts In A Tangle,1961,16,35
6034,TRIMDLU128C7196690,SOEBNHA12A6310DEFE,The Isley Brothers,Got To Have You Back,1967,2,93
6035,TRIMOXR128F92CD0D9,SONZMUU12A8C141ED7,Bill Black's Combo,Movin',1998,7,41
6036,TRIMKPV128F92F3FB4,SOPKMKT12AAA15EB9E,En Vogue,Free Your Mind,1992,20,8
6037,TRIWMSV128F92F37BC,SOZOFEA12AB017F22A,Eric Carmen,Change Of Heart,1975,16,19
6038,TRIWGEW128F145B15C,SOSDRXM12A58A7A2B0,Suzi Quatro,She's In Love With You,1979,11,41
6039,TRIWIBF128F93309F6,SOWYKGZ12AB01841A3,The Danleers,One Summer Night,1987,8,16
6042,TRIWDNJ128F4255517,SORZIZD12A8C134D58,Stacy Lattisaw,Miracles,1998,16,40
6044,TRIWXYB128F9355F34,SOXQAPG12D0219A612,Jeremih,Imma Star (Everywhere We Are),2009,20,51
6045,TRIWKTB128F92CB000,SOUEHJI12A8C141B07,Jr. Walker & The All Stars,(I'm A) Road Runner,1965,12,20
6050,TRIGWPI12903CBEE13,SODTJNH12D02197C2A,Jason Derulo,In My Head,2009,34,5
6051,TRIGBPX128F14634F7,SOIYULY12D02192F70,Rod Stewart,Angel,1972,7,40
6052,TRIGFBC128F1487D2E,SORVTXZ12A6D4F7B4A,Chris Rea,Let's Dance,1987,5,81
6054,TRIGFBT128F42654F2,SOXIALH12A8C1302B5,Babyface,It's No Crime,1989,18,7
6056,TRIGZYQ128F92F077A,SOXHJPK12AF72A2BE7,The Friends Of Distinction,Let Yourself Go,2007,5,63
6057,TRIGIJF128F930E278,SOVSSDT12AB017F9F5,The Bobbettes,I Shot Mr. Lee,2000,8,52
6058,TRIGSRO128F42723C6,SOIRPFN12A8C13374A,Kenny Loggins,I Believe In Love,1977,11,66
6061,TRIGYJQ128F9322C76,SOPYYND12AB01804FC,Taylor Swift,Come In With The Rain,2009,30,30
6062,TRIHMEF128F93554CF,SOGDLZF12AB0185A23,Shania Twain,Forever And For Always,2002,23,20
6064,TRIHMLE128F92F3F8C,SOLQDEL12A8C137A31,Alicia Keys,Fallin',2001,34,1
6066,TRIHTGG12903CC1CEF,SOCKETI12AB018A231,Del Shannon,Stranger In Town,1965,6,30
6068,TRIHLMC128F92E9F29,SOONIOG12AB0183964,Korn,Here To Stay,2002,12,72
6070,TRIHVXH12903CAB74A,SOSKHWV12AB01845A8,Timi Yuro,Make The World Go Away,1989,11,24
6072,TRICMDA128F931A34A,SOUGLGP12A6D4F4E55,Bobby Darin,Clementine,1986,9,21
6073,TRICMST128F426609F,SOIPNWG12A8C132D05,Loverboy,Hot Girls In Love,1983,16,11
6075,TRICCEW128F149A70B,SORPLGQ12A6D4F8D5C,Collective Soul,December,1995,39,20
6076,TRICROE128F425D568,SOFXFBN12A8AE481E4,Gloria Estefan,Everlasting Love,1994,20,27
6077,TRICFLJ128F9305F3F,SOJTPYY12A8C140EB3,Mystikal,Shake Ya Ass,2000,20,13
6078,TRICQDD128F428C6B6,SOPKDSV12A8C13A2E7,Paul Anka,Summer's Gone,1989,11,11
6079,TRICNMH128F92FE571,SOSYWOT12A8C136377,The Kingsmen,Louie Louie,1963,18,2
6082,TRICUVD128E0792EC5,SOBWSQU12A679AE564,Bryan Adams,Do I Have To Say The Words?,1991,20,11
6083,TRICLMA128F9359378,SOWBDIK12AB01889D3,Dorsey Burnette,Hey Little One,1991,11,48
6085,TRICLNA128F148D210,SOACAWR12A6D4FAD39,Insane Clown Posse,Santa's A Fat Bitch,1994,5,67
6086,TRICDFM12903CA61D0,SOWQIWG12A6D4F9357,Choirboys,Run To Paradise,1988,7,80
6087,TRICDXV128F92E2A76,SOBAMNR12A6D4F9370,Carpenters,Ticket To Ride,1969,12,54
6089,TRICXLC128F148778F,SORMKST12A6D4F8311,Robbie Nevil,Wot's It To Ya,1986,16,10
6090,TRICYAV128F4268D30,SOCXOMX12A8C133764,Deniece Williams,It's Gonna Take A Miracle,1982,17,10
6091,TRIRHPQ128F4284580,SOBTPOJ12A8C13E21F,Freddy Fender,You'll Lose A Good Thing,1976,10,32
6092,TRIRQYM128F930E286,SOUJYDX12AB017FA38,The Crests,Step By Step,1990,15,14
6094,TRIRZZH128F93318A0,SOOZVAT12AB018026C,Jeremih,Birthday Sex,2009,20,4
6098,TRIRAVE128F932B02D,SOARIZJ12AB0180449,Justin Timberlake,Senorita,2003,17,27
6099,TRIRPTI128F1459B0B,SOGFQTZ12A6D4F7794,Sonny & Cher,The Beat Goes On,1967,11,6
6101,TRIRPPW128F425C950,SOGDIIN12A8AE49411,Go-Go's,Turn To You,1984,14,32
6102,TRIRULV128F42BAE52,SORHKLQ12A8C1415A9,The Spinners,It's A Shame,1970,15,14
6105,TRIRLHF128F92F2C02,SOTLIBB12A8C142632,Preston Epps,Bongo Rock,1990,13,14
6107,TRIROTB128F429069C,SOLHODG12A8C13AE8F,The Pointer Sisters,He's So Shy,1980,26,3
6109,TRIRXUL12903CC6D05,SOKFEUB12AB0186BED,Lightning Seeds,Pure,1989,15,31
6110,TRIRYBX128F4288460,SOFMBML12A8C138E39,Five,It's The Things You Do,1998,10,53
6111,TRIBMRB128E0790827,SOISFJP12A670207B1,Helen Reddy,Angie Baby,1974,17,1
6113,TRIBMXS128F92CFF53,SOQISXS12AF72A0C12,Isaac Hayes,Let's Stay Together,1985,7,48
6114,TRIBRNU128F930707F,SOETFHV12AB0184859,Diana King,L-L-Lies,1997,15,71
6115,TRIBFJN128F4269C57,SOCBNYL12A8C13404D,Aerosmith,Walk This Way,1975,17,10
6117,TRIBLNS128F92DE597,SOHJZGU12AAF3B3336,Barbara Mandrell,(If Loving You Is Wrong) I Don't Want To Be Right,1990,16,31
6118,TRIBJSU128F4276FAD,SOTOVLF12A8C1336E6,REO Speedwagon,Keep The Fire Burnin',1982,16,7
6119,TRIBODA128F932A3F2,SOGJOYC12A6310DFC2,Hot Chocolate,Every 1's A Winner,1978,18,6
6120,TRIFWQI12903C9F86F,SOAIKTL12A58A7EA5A,Clarence Carter,Slip Away,1968,16,6
6121,TRIFCMM128F145694C,SOHBFNM12A6D4F79A9,Rossington Collins Band,Don't Misunderstand Me,1980,9,55
6123,TRIFBKY128F930807C,SOHQIDA12AB017D584,R.E.M.,Radio Free Europe,1981,5,78
6125,TRIFBVQ128F932A16C,SONUPGP12AB0186B42,Lady Antebellum,Love Don't Live Here,2008,18,53
6126,TRIFIZC128F4272D42,SOWSDLK12A8C137A50,Brian McKnight,Back At One,1999,37,2
6127,TRIFNXT128F4274A8C,SOJPWSF12A8C136C6B,Tom Petty,I Won't Back Down,1989,15,12
6128,TRIFUEG128F429F860,SOPGACU12A6701C5FF,Puddle Of Mudd,Control,2001,20,68
6130,TRIFEQF128F92F0344,SONVPVP12AF72A6851,Soft Cell,Tainted Love,1981,43,8
6135,TRIFVDW128F4279DE0,SOFSETB12A8C134038,Audioslave,Show Me How To Live,2002,20,67
6138,TRIQRUV128F930FDDE,SOSUQYU12AB0184632,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,1991,22,2
6139,TRIQING128F4274F9E,SOMXVLF12A58A772FB,Masta Ace Incorporated,The I.N.C. Ride,1995,16,69
6140,TRIQALK12903CBE6BB,SOGPUWE12A58A7F10C,Kris Kross,I'm Real,1993,6,84
6142,TRIQALI128F92EC4D8,SODNUQK12AB017CC3E,Small Faces,Tin Soldier,1967,5,73
6144,TRIQSFA128F9307EB2,SOVHAYW12AB0179B85,Collective Soul,The World I Know,1995,34,19
6145,TRIQVIQ128F92CF014,SOPHAMK12A8C143AB5,The Five Blobs,The Blob,1988,10,33
6147,TRIQOGT128F932D260,SODWJAG12AB0181BF6,America,Daisy Jane,1975,13,20
6149,TRIQXCZ128F9307CEB,SOWEFQH12AB017F2A5,Johnny Bond,Hot Rod Lincoln,1999,10,26
6151,TRIQKJM128F9335821,SOPZJQK12A6D4F7193,Lionel Richie,Love Will Conquer All,1986,18,9
6153,TRIZMAB12903CED19E,SOCZNTE12D021991BF,Simon & Garfunkel,Fakin' It,1968,8,23
6155,TRIZHNE128F426A408,SOSAKVC12A8C130F76,Electric Light Orchestra,Showdown,1973,18,53
6158,TRIZQHV12903CAC977,SOJJFDB12A58A7AD90,Christina Aguilera,Hurt,2006,20,19
6160,TRIZIKF12903CA6724,SOQTWNW12A58A7B24A,Barry Manilow,Somewhere Down The Road,1982,15,21
6161,TRIZNXI12903CAA8C9,SONLXXI12AB0185185,Foghat,Drivin' Wheel,1976,10,34
6162,TRIZKUL128F429FD1F,SOCEWWH12A58A7BB75,William Bell,Everybody Loves A Winner,1967,2,95
